date,ward_id,consumption_m3,num_connections,hour,day,month,day_of_week,day_of_year,week_of_year,is_weekend,is_peak_hour,time_of_day,hour_sin,hour_cos,day_sin,day_cos,consumption_lag_1d,consumption_lag_7d,consumption_lag_14d,consumption_lag_30d,consumption_rolling_mean_7d,consumption_rolling_mean_14d,consumption_rolling_mean_30d
2025-08-02,1,16.40911175530891,535,0,2,8,5,214,31,1,0,night,0.0,1.0,-0.5160623910158526,-0.8565509959010037,10.539743840864814,13.33210968823953,5.208294358625236,20.24165370717038,8.834463024618577,9.937244279878978,13.67567606912674
2025-08-02,2,12.870515387849965,584,0,2,8,5,214,31,1,0,night,0.0,1.0,-0.5160623910158526,-0.8565509959010037,32.0249262647721,12.853190365343606,31.253687164065003,7.500342394877264,16.127679214679475,15.859062267425818,18.93131338416287
2025-08-02,3,4.241555182948785,639,0,2,8,5,214,31,1,0,night,0.0,1.0,-0.5160623910158526,-0.8565509959010037,3.658410160424909,15.955696846446926,8.078472390453936,9.406840193314666,13.351564767577177,19.579743197183497,20.31736527171089
2025-08-02,4,11.402994834196146,681,0,2,8,5,214,31,1,0,night,0.0,1.0,-0.5160623910158526,-0.8565509959010037,21.896141593253123,10.182191425331329,5.158091860300652,40.77657243446363,18.756644666198557,14.337566362084898,12.965986744288871
2025-08-02,5,12.934246633220612,764,0,2,8,5,214,31,1,0,night,0.0,1.0,-0.5160623910158526,-0.8565509959010037,18.585675188324828,10.594759455130928,20.495698060973783,27.928830876420392,21.45037134922037,15.975134992717893,14.472948120267935
2025-08-02,6,9.4503874294581,807,0,2,8,5,214,31,1,0,night,0.0,1.0,-0.5160623910158526,-0.8565509959010037,23.55906980186548,6.32345960404168,8.286012046120224,23.916356204442422,16.900180906798802,17.293589583744144,18.83715477328265
2025-08-02,7,3.1326565829544046,866,0,2,8,5,214,31,1,0,night,0.0,1.0,-0.5160623910158526,-0.8565509959010037,33.75789248834361,23.750166658908064,50.41690682436617,30.15424485271508,19.409888509709145,22.88763945744093,20.276605916174347
2025-08-02,8,7.833175075805709,918,0,2,8,5,214,31,1,0,night,0.0,1.0,-0.5160623910158526,-0.8565509959010037,20.91624941834997,12.92254583024632,8.693068961052306,11.119747386658432,13.791357432578227,13.515983746184435,12.623184368261729
2025-08-02,9,20.726063613559063,961,0,2,8,5,214,31,1,0,night,0.0,1.0,-0.5160623910158526,-0.8565509959010037,3.925007673262448,20.981639363740204,11.627233351227437,6.6266910603190565,15.049832316873035,15.528507514073409,15.065264515515794
2025-08-02,10,5.426686278882684,995,0,2,8,5,214,31,1,0,night,0.0,1.0,-0.5160623910158526,-0.8565509959010037,14.279251965546878,24.00687480174645,13.645040169891402,9.357481261877757,15.648080383568578,16.00273802910544,19.51693227003274
2025-08-02,11,16.313234537278472,1045,0,2,8,5,214,31,1,0,night,0.0,1.0,-0.5160623910158526,-0.8565509959010037,5.463397208793953,8.211870961274492,18.21141605375988,17.504597846519555,11.576218563153677,14.694368912639957,15.765482245732676
2025-08-02,12,28.977280097925203,1099,0,2,8,5,214,31,1,0,night,0.0,1.0,-0.5160623910158526,-0.8565509959010037,6.004568134647567,6.5422984426707735,7.128381602877478,13.458591187074306,10.968664506406771,12.295059129826452,11.281651975811776
2025-08-03,1,15.472511550639606,530,0,3,8,6,215,31,1,0,night,0.0,1.0,-0.5307300481619331,-0.8475409228928312,16.40911175530891,3.8923414954071234,4.723582179497069,35.014030335058244,10.48877303250893,10.705024949246303,13.024292109646119
2025-08-03,2,4.126274446246592,587,0,3,8,6,215,31,1,0,night,0.0,1.0,-0.5307300481619331,-0.8475409228928312,12.870515387849965,24.507662372756204,6.417233504235208,27.928300315654315,13.216052368035246,15.695422334712347,18.13791252184928
2025-08-03,3,15.693732729606792,661,0,3,8,6,215,31,1,0,night,0.0,1.0,-0.5307300481619331,-0.8475409228928312,4.241555182948785,25.627055376930368,10.084706227392914,39.932034298363774,11.932518675102378,19.980387947341633,19.509421886085658
2025-08-03,4,37.71829700758653,704,0,3,8,6,215,31,1,0,night,0.0,1.0,-0.5307300481619331,-0.8475409228928312,11.402994834196146,21.040515678355927,24.64248472248805,10.025065520382936,21.139184856088644,15.271552953877645,13.889094460528991
2025-08-03,5,22.97335559485738,750,0,3,8,6,215,31,1,0,night,0.0,1.0,-0.5307300481619331,-0.8475409228928312,12.934246633220612,22.74163399057201,20.240768316352405,7.397948774174878,21.483474435546846,16.17031979832539,14.992128347624016
2025-08-03,6,10.048357074509603,799,0,3,8,6,215,31,1,0,night,0.0,1.0,-0.5307300481619331,-0.8475409228928312,9.4503874294581,12.348990692447565,11.525244795948748,7.61271765238345,16.57151896137909,17.188097603641346,18.91834275402019
2025-08-03,7,15.219574653473089,855,0,3,8,6,215,31,1,0,night,0.0,1.0,-0.5307300481619331,-0.8475409228928312,3.1326565829544046,9.659730191616696,11.432513408467834,19.72609438640717,20.204152004260056,23.158143832084164,20.12638859174321
2025-08-03,8,5.364276756054913,908,0,3,8,6,215,31,1,0,night,0.0,1.0,-0.5307300481619331,-0.8475409228928312,7.833175075805709,13.663258201906718,5.919832831717396,5.894565677516199,12.605788654599397,13.4763011693514,12.605508070879688
2025-08-03,9,14.348989437671108,946,0,3,8,6,215,31,1,0,night,0.0,1.0,-0.5307300481619331,-0.8475409228928312,20.726063613559063,7.340598912472752,13.750251292722284,2.5329879190506057,16.051030963329943,15.571274524426897,15.459131232803145
2025-08-03,10,3.575341653600144,990,0,3,8,6,215,31,1,0,night,0.0,1.0,-0.5307300481619331,-0.8475409228928312,5.426686278882684,13.620271263822792,31.98555618560897,26.356356257252845,14.213090439251058,13.973436991104808,18.757565116577652
2025-08-03,11,9.018110736878176,1041,0,3,8,6,215,31,1,0,night,0.0,1.0,-0.5307300481619331,-0.8475409228928312,16.313234537278472,7.6828066710934575,21.346661093017197,39.44207309221627,11.76697628683721,13.81375817291574,14.751350167221407
2025-08-03,12,4.336453698784969,1119,0,3,8,6,215,31,1,0,night,0.0,1.0,-0.5307300481619331,-0.8475409228928312,28.977280097925203,7.208654845537509,9.899252973162788,7.667692072848956,10.558350056870694,11.89771632451375,11.170610696676311
2025-08-04,1,20.11155422255955,557,0,4,8,0,216,32,0,0,night,0.0,1.0,-0.5452404385406507,-0.8382797052177745,15.472511550639606,7.736732867730431,2.779262983221967,8.414577667272559,12.256604654627377,11.943045752056127,13.414191328155685
2025-08-04,2,29.005662641969742,597,0,4,8,0,216,32,0,0,night,0.0,1.0,-0.5452404385406507,-0.8382797052177745,4.126274446246592,0.8787283764903898,28.450288698190956,39.316747961138034,17.234185834532294,15.735091902125117,17.794209677877006
2025-08-04,3,15.92138647752128,643,0,4,8,0,216,32,0,0,night,0.0,1.0,-0.5452404385406507,-0.8382797052177745,15.693732729606792,14.286471426054211,35.78924502307084,13.53677856913653,12.166077968169104,18.561255194088094,19.588908816365144
2025-08-04,4,4.144461695411242,709,0,4,8,0,216,32,0,0,night,0.0,1.0,-0.5452404385406507,-0.8382797052177745,37.71829700758653,17.43013729294692,8.057850969109888,11.629888489270495,19.241231199297832,14.99202514861346,13.639580234067015
2025-08-04,5,29.96252663028988,743,0,4,8,0,216,32,0,0,night,0.0,1.0,-0.5452404385406507,-0.8382797052177745,22.97335559485738,21.89926226950956,10.111546065821548,7.028958849438243,22.63536934422975,17.5882469815017,15.756580606985738
2025-08-04,6,17.44430574799409,788,0,4,8,0,216,32,0,0,night,0.0,1.0,-0.5452404385406507,-0.8382797052177745,10.048357074509603,25.529324420503105,41.49393557809114,31.095138570961687,15.416516293877805,15.470266901491557,18.463314993254603
2025-08-04,7,13.2647004050951,855,0,4,8,0,216,32,0,0,night,0.0,1.0,-0.5452404385406507,-0.8382797052177745,15.219574653473089,24.95961324005944,20.76466371402195,3.770619122741841,18.533450170693722,22.622432167160813,20.44285796782165
2025-08-04,8,7.415056721003318,902,0,4,8,0,216,32,0,0,night,0.0,1.0,-0.5452404385406507,-0.8382797052177745,5.364276756054913,34.77107014762883,10.25259882731392,8.516156558742104,8.69778673651004,13.273619590329215,12.568804742955061
2025-08-04,9,5.433088717903167,964,0,4,8,0,216,32,0,0,night,0.0,1.0,-0.5452404385406507,-0.8382797052177745,14.348989437671108,16.228820365706664,15.28518778308508,30.534199048958445,14.508783585072297,14.867553162628187,14.622427555101304
2025-08-04,10,48.41469109287443,998,0,4,8,0,216,32,0,0,night,0.0,1.0,-0.5452404385406507,-0.8382797052177745,3.575341653600144,8.967565833556774,8.934764561332866,6.963323862097299,19.848394047725005,16.79343174335778,20.139277357603557
2025-08-04,11,2.608167207027594,1052,0,4,8,0,216,32,0,0,night,0.0,1.0,-0.5452404385406507,-0.8382797052177745,9.018110736878176,11.96029130994909,18.59079962835125,6.171864394194374,10.430958557848426,12.672141571392624,14.632560260982514
2025-08-04,12,2.0521500156359185,1092,0,4,8,0,216,32,0,0,night,0.0,1.0,-0.5452404385406507,-0.8382797052177745,4.336453698784969,7.424863324861937,12.059303283577592,12.329981929012352,9.79081958412412,11.182919662517916,10.828016299563762
2025-08-05,1,6.579424185832437,549,0,5,8,1,217,32,0,0,night,0.0,1.0,-0.5595892624101763,-0.828770087174504,20.11155422255955,10.02338068737502,10.263706406061544,2.717337246221178,11.764610868692724,11.679882736325478,13.542927559476059
2025-08-05,2,17.205250209253414,614,0,5,8,1,217,32,0,0,night,0.0,1.0,-0.5595892624101763,-0.828770087174504,29.005662641969742,14.48871516845364,7.666967511588837,16.149375980900615,17.622262268932264,16.41639780910116,17.82940548548876
2025-08-05,3,23.36647806606682,637,0,5,8,1,217,32,0,0,night,0.0,1.0,-0.5595892624101763,-0.828770087174504,15.92138647752128,12.127791397671851,27.714878681692728,9.012210970070637,13.771604635082669,18.250655150114813,20.067384386231687
2025-08-05,4,9.886353300153736,716,0,5,8,1,217,32,0,0,night,0.0,1.0,-0.5595892624101763,-0.828770087174504,4.144461695411242,15.880342695522994,1.3432244036261751,3.746490105547833,18.384946999959368,15.60224864122257,13.84424234055388
2025-08-05,5,17.932932140810905,758,0,5,8,1,217,32,0,0,night,0.0,1.0,-0.5595892624101763,-0.828770087174504,29.96252663028988,19.605010863743345,2.5340802063900147,11.919666071019316,22.396500955239407,18.68816497681748,15.957022809312123
2025-08-05,6,7.205871902397381,810,0,5,8,1,217,32,0,0,night,0.0,1.0,-0.5595892624101763,-0.828770087174504,17.44430574799409,13.421110315037083,8.802883828818427,13.006645103591556,14.528625092072133,15.35619462103291,18.26995588654813
2025-08-05,7,23.56866222250468,859,0,5,8,1,217,32,0,0,night,0.0,1.0,-0.5595892624101763,-0.828770087174504,13.2647004050951,8.682488122585857,24.996374115449356,9.862399972363528,20.660046470682126,22.5204527462362,20.89973337615969
2025-08-05,8,23.78577933995437,883,0,5,8,1,217,32,0,0,night,0.0,1.0,-0.5595892624101763,-0.828770087174504,7.415056721003318,6.285764996925352,13.063068988335452,9.60088919853852,11.197788785514186,14.039527472587709,13.04163441433559
2025-08-05,9,42.5228907086383,953,0,5,8,1,217,32,0,0,night,0.0,1.0,-0.5595892624101763,-0.828770087174504,5.433088717903167,32.43061596291291,36.9956420732935,12.126267966281706,15.950537120175925,15.262356636581387,15.635648313179855
2025-08-05,10,1.7836848391447109,1010,0,5,8,1,217,32,0,0,night,0.0,1.0,-0.5595892624101763,-0.828770087174504,48.41469109287443,49.81116080740992,17.809034417358223,41.45850010748319,12.987326052258549,15.648763916342528,18.816783515325607
2025-08-05,11,16.692673343774132,1057,0,5,8,1,217,32,0,0,night,0.0,1.0,-0.5595892624101763,-0.828770087174504,2.608167207027594,4.092925172337253,39.62843335165454,34.58716073012872,12.230922582339407,11.033872999401163,14.036077348104028
2025-08-05,12,9.129584955446798,1104,0,5,8,1,217,32,0,0,night,0.0,1.0,-0.5595892624101763,-0.828770087174504,2.0521500156359185,3.332880503232866,14.467664386317368,15.139122599430824,10.618920220154681,10.801628274598588,10.627698378097628
2025-08-06,1,1.5062270785898926,538,0,6,8,2,218,32,0,0,night,0.0,1.0,-0.5737722679043243,-0.8190148866680802,6.579424185832437,9.215348648783662,27.73250105100133,10.624608240470568,10.663307787236471,9.806577452581804,13.238981520746703
2025-08-06,2,34.3484195975475,583,0,6,8,2,218,32,0,0,night,0.0,1.0,-0.5737722679043243,-0.8190148866680802,17.205250209253414,14.981095722442168,19.40360073348257,23.98485082266775,20.389022822518736,17.48388487082008,18.174857777984755
2025-08-06,3,5.726249324071103,630,0,6,8,2,218,32,0,0,night,0.0,1.0,-0.5737722679043243,-0.8190148866680802,23.36647806606682,1.9940825470849888,35.41737157236441,26.277148485094138,14.304771317509259,16.129860703808152,19.382354414197586
2025-08-06,4,4.916295438177932,718,0,6,8,2,218,32,0,0,night,0.0,1.0,-0.5737722679043243,-0.8190148866680802,9.886353300153736,13.960763522370732,3.562846729495313,9.52164811812412,17.092880130788966,15.698923548985615,13.690730584555673
2025-08-06,5,25.02839377549405,753,0,6,8,2,218,32,0,0,night,0.0,1.0,-0.5737722679043243,-0.8190148866680802,17.932932140810905,38.04826767773413,12.139198950848868,19.17005364788144,20.536518969205105,19.60882175000642,16.152300813565876
2025-08-06,6,16.059628636906144,788,0,6,8,2,218,32,0,0,night,0.0,1.0,-0.5737722679043243,-0.8190148866680802,7.205871902397381,27.584536109046358,16.424472431940828,13.179224572756008,12.882209738909244,15.330134349959005,18.365969355353133
2025-08-06,7,11.829036603914142,850,0,6,8,2,218,32,0,0,night,0.0,1.0,-0.5737722679043243,-0.8190148866680802,23.56866222250468,38.148602919136856,50.86248352040024,19.481330647253657,16.90010842565031,19.732349395058616,20.644656908048372
2025-08-06,8,8.532862299758253,881,0,6,8,2,218,32,0,0,night,0.0,1.0,-0.5737722679043243,-0.8190148866680802,23.78577933995437,2.171664033864114,8.674855448325436,4.579699083263608,12.106531394927632,14.02938510483291,13.173406521552078
2025-08-06,9,16.583002258722665,947,0,6,8,2,218,32,0,0,night,0.0,1.0,-0.5737722679043243,-0.8190148866680802,42.5228907086383,18.21569982992172,4.505692721994699,39.65909038771582,15.71729461000463,16.125021603490527,14.866445375546752
2025-08-06,10,10.219680138511633,989,0,6,8,2,218,32,0,0,night,0.0,1.0,-0.5737722679043243,-0.8190148866680802,1.7836848391447109,14.12098407719354,3.54049226345567,23.64870174397693,12.429996918161134,16.12584876456081,18.369149461810096
2025-08-06,11,16.521112526564274,1050,0,6,8,2,218,32,0,0,night,0.0,1.0,-0.5737722679043243,-0.8190148866680802,16.692673343774132,0.8300383901221007,8.099810050360567,18.03891213414931,14.472504601831146,11.635394604844285,13.985484027851193
2025-08-06,12,27.762058438180684,1101,0,6,8,2,218,32,0,0,night,0.0,1.0,-0.5737722679043243,-0.8190148866680802,9.129584955446798,14.41034691059692,18.989432575350317,12.029250118213374,12.526307581238077,11.428244407657902,11.152125322096538
2025-08-07,1,34.90166170752101,569,0,7,8,3,219,32,0,0,night,0.0,1.0,-0.5877852522924734,-0.8090169943749472,1.5062270785898926,4.0245818768600765,17.30820735356608,26.88544253993585,15.0743191916166,11.063252763578586,13.506188826332876
2025-08-07,2,21.415205522745406,611,0,7,8,3,219,32,0,0,night,0.0,1.0,-0.5877852522924734,-0.8090169943749472,34.3484195975475,13.142111209991864,4.108512775105763,3.2697777867975963,21.57089343862639,18.720077209937198,18.779705369183016
2025-08-07,3,16.430567112999988,639,0,7,8,3,219,32,0,0,night,0.0,1.0,-0.5877852522924734,-0.8090169943749472,5.726249324071103,31.52558728192512,18.96684358364608,21.595300757593925,12.148339864805669,15.948698098761998,19.210196626044457
2025-08-07,4,3.457454966522584,704,0,7,8,3,219,32,0,0,night,0.0,1.0,-0.5877852522924734,-0.8090169943749472,4.916295438177932,29.685617046744063,8.728942575593452,7.701212156640489,13.34599983361447,15.322388719766264,13.549272011551743
2025-08-07,5,28.01311582057097,755,0,7,8,3,219,32,0,0,night,0.0,1.0,-0.5877852522924734,-0.8090169943749472,25.02839377549405,16.33850282143808,10.703661246388528,8.916309518094657,22.20432082622409,20.845211362448023,16.78886102364842
2025-08-07,6,12.605287760516775,805,0,7,8,3,219,32,0,0,night,0.0,1.0,-0.5877852522924734,-0.8090169943749472,16.059628636906144,6.4078475792339145,19.87227643327291,34.85506829570687,13.767558336235368,14.811063730476423,17.62431000418013
2025-08-07,7,6.244536272332624,843,0,7,8,3,219,32,0,0,night,0.0,1.0,-0.5877852522924734,-0.8090169943749472,11.829036603914142,17.52823602326714,20.09649513477248,42.05438531461308,15.28815131837395,18.742923762027203,19.450995273305693
2025-08-07,8,11.674337309754334,898,0,7,8,3,219,32,0,0,night,0.0,1.0,-0.5877852522924734,-0.8090169943749472,8.532862299758253,10.898320153566898,12.8966196320727,8.694938570740149,12.217390988668695,13.942079224667312,13.272719812852552
2025-08-07,9,7.8579792491872125,967,0,7,8,3,219,32,0,0,night,0.0,1.0,-0.5877852522924734,-0.8090169943749472,16.583002258722665,6.482019860275671,17.936980928008186,6.967200388706843,15.913860236991995,15.405092912146172,14.896138004229432
2025-08-07,10,11.65005725550343,1014,0,7,8,3,219,32,0,0,night,0.0,1.0,-0.5877852522924734,-0.8090169943749472,10.219680138511633,3.310642458567456,18.93427260265916,29.592704315349792,13.621341889151987,15.605547668335403,17.771061226481887
2025-08-07,11,37.52306316475716,1045,0,7,8,3,219,32,0,0,night,0.0,1.0,-0.5877852522924734,-0.8090169943749472,16.521112526564274,34.690836652501424,17.925782842411433,9.417974740391385,14.877108389296252,13.035200342154695,14.922320308663386
2025-08-07,12,5.648561703967016,1094,0,7,8,3,219,32,0,0,night,0.0,1.0,-0.5877852522924734,-0.8090169943749472,27.762058438180684,9.4220577280454,25.659837823607543,11.113349521413976,11.98723672065545,9.998867541969291,10.969965728181641
2025-08-08,1,16.97469919857164,552,0,8,8,4,220,32,0,0,night,0.0,1.0,-0.6016240632249227,-0.7987793728863648,34.90166170752101,10.539743840864814,1.1408090843881362,35.02155961923243,15.993598528431862,12.194244914591692,12.90462681231085
2025-08-08,2,18.57725131028908,596,0,8,8,4,220,32,0,0,night,0.0,1.0,-0.6016240632249227,-0.7987793728863648,21.415205522745406,32.0249262647721,30.233323653258196,14.635977722516708,19.649797016557386,17.887500614010833,18.911081155442098
2025-08-08,3,4.324362393796168,631,0,8,8,4,220,32,0,0,night,0.0,1.0,-0.6016240632249227,-0.7987793728863648,16.430567112999988,3.658410160424909,36.72670945291486,8.165783817164343,12.24347589814442,13.634244737396381,19.082149245265516
2025-08-08,4,25.43584600727266,702,0,8,8,4,220,32,0,0,night,0.0,1.0,-0.6016240632249227,-0.7987793728863648,3.457454966522584,21.896141593253123,12.911875580154447,9.419307748641382,13.85167189276012,16.21695803598899,14.083156620172787
2025-08-08,5,21.39453457281506,735,0,8,8,4,220,32,0,0,night,0.0,1.0,-0.6016240632249227,-0.7987793728863648,28.01311582057097,18.585675188324828,7.175276212575642,4.905547065290639,22.60558645257984,21.8608726738937,17.338493940565904
2025-08-08,6,0.2920905177315427,791,0,8,8,4,220,32,0,0,night,0.0,1.0,-0.6016240632249227,-0.7987793728863648,12.605287760516775,23.55906980186548,19.366715152712644,30.661409658083294,10.44370415278766,13.448590542263489,16.611999366168405
2025-08-08,7,30.538852703733436,856,0,8,8,4,220,32,0,0,night,0.0,1.0,-0.6016240632249227,-0.7987793728863648,6.244536272332624,33.75789248834361,32.6550362841891,1.7209087048523923,14.828288492001068,18.591767791994652,20.41159340660173
2025-08-08,8,7.927931524733584,886,0,8,8,4,220,32,0,0,night,0.0,1.0,-0.6016240632249227,-0.7987793728863648,11.674337309754334,20.91624941834997,28.95474886052327,28.230926871495484,10.361917003866354,12.440163700682334,12.595953301293822
2025-08-08,9,3.735427973105129,966,0,8,8,4,220,32,0,0,night,0.0,1.0,-0.6016240632249227,-0.7987793728863648,7.8579792491872125,3.925007673262448,2.594884816072535,5.070106614480229,15.886777422683805,15.486560280505644,14.851648716183593
2025-08-08,10,11.928026719377677,996,0,8,8,4,220,32,0,0,night,0.0,1.0,-0.6016240632249227,-0.7987793728863648,11.65005725550343,14.279251965546878,9.290774890334792,36.25052560842413,13.28545256827067,15.793922798981324,16.96031126351367
2025-08-08,11,34.5736551157188,1043,0,8,8,4,220,32,0,0,night,0.0,1.0,-0.6016240632249227,-0.7987793728863648,37.52306316475716,5.463397208793953,10.884276907814158,28.613440847320582,19.035716661714087,14.727298785576457,15.120994117609992
2025-08-08,12,9.125142887057924,1094,0,8,8,4,220,32,0,0,night,0.0,1.0,-0.6016240632249227,-0.7987793728863648,5.648561703967016,6.004568134647567,7.73238678803654,1.8828133601435413,12.433033113856933,10.09835012047082,11.21137671241212
2025-08-09,1,1.6472952158203151,543,0,9,8,5,221,32,1,0,night,0.0,1.0,-0.6152845999633277,-0.7883050558305253,16.97469919857164,16.40911175530891,13.33210968823953,23.329017580993703,13.884767594219207,11.35961530941889,12.181902733471736
2025-08-09,2,8.186306996425925,584,0,9,8,5,221,32,1,0,night,0.0,1.0,-0.6152845999633277,-0.7883050558305253,18.57725131028908,12.870515387849965,12.853190365343606,23.396428021607434,18.980624389211094,17.554151801945284,18.404077121269378
2025-08-09,3,8.904235237280473,646,0,9,8,5,221,32,1,0,night,0.0,1.0,-0.6152845999633277,-0.7883050558305253,4.324362393796168,4.241555182948785,15.955696846446926,16.156933173676684,12.909573048763233,13.130568908170202,18.840392647385638
2025-08-09,4,4.2891292532666885,684,0,9,8,5,221,32,1,0,night,0.0,1.0,-0.6152845999633277,-0.7883050558305253,25.43584600727266,11.402994834196146,10.182191425331329,23.737201323897477,12.835405381198767,15.796025023698663,13.434887551151757
